time,j0,j1,j2,j3,j4,j5,j6
0.480806,-0.400712,-0.345226,-0.185761,-0.054366,-0.692198,-0.073995,-0.118520
0.482803,-0.401771,-0.346490,-0.185757,-0.053134,-0.691914,-0.074872,-0.118861
0.484825,-0.402820,-0.347746,-0.185755,-0.052092,-0.691633,-0.075818,-0.119390
0.486820,-0.403858,-0.348998,-0.185831,-0.051073,-0.691333,-0.076967,-0.119907
0.488826,-0.404926,-0.350244,-0.185884,-0.050056,-0.691014,-0.078000,-0.120296
0.490814,-0.405981,-0.351487,-0.185920,-0.049040,-0.690702,-0.079163,-0.120736
0.492821,-0.407025,-0.352727,-0.185945,-0.048023,-0.690395,-0.080212,-0.121202
0.494806,-0.408060,-0.354007,-0.186040,-0.047007,-0.690093,-0.081210,-0.121682
0.496821,-0.409087,-0.355278,-0.186105,-0.045990,-0.689796,-0.082365,-0.122056
0.498898,-0.410108,-0.356540,-0.186073,-0.044974,-0.689480,-0.083407,-0.122485
0.500811,-0.411160,-0.357797,-0.186128,-0.043957,-0.689148,-0.084411,-0.122946
0.502819,-0.412202,-0.359048,-0.186244,-0.042941,-0.688800,-0.085403,-0.123422
0.504800,-0.413235,-0.360295,-0.186246,-0.041925,-0.688461,-0.086390,-0.123909
0.506801,-0.414261,-0.361538,-0.186247,-0.041188,-0.688130,-0.087525,-0.124286
0.508810,-0.415280,-0.362819,-0.186326,-0.040133,-0.687784,-0.088721,-0.124718
0.510805,-0.416331,-0.364051,-0.186380,-0.038851,-0.687446,-0.089786,-0.125179
0.512870,-0.417372,-0.365280,-0.186339,-0.037562,-0.687116,-0.090802,-0.125655
0.514813,-0.418404,-0.366551,-0.186312,-0.036606,-0.686770,-0.091799,-0.126141
0.516833,-0.419430,-0.367813,-0.186448,-0.035868,-0.686411,-0.092930,-0.126521
0.518812,-0.420449,-0.369070,-0.186542,-0.034801,-0.686039,-0.094122,-0.126952
0.520805,-0.421463,-0.370281,-0.186529,-0.033795,-0.685677,-0.095191,-0.127413
